job,marital,education,housing,loan,month,day_of_week,campaign,previous,cons.price.idx,cons.conf.idx,y,was_contacted_before,economic_index,is_risk,poutcome_success,is_cellular,age_group
self-employed,divorced,professional.course,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,professional.course,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,professional.course,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,professional.course,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
management,married,university.degree,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,professional.course,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
blue-collar,married,basic.9y,yes,no,aug,wed,4,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,yes,yes,aug,wed,1,0,93.444,-36.1,yes,0,1.4188141565033223,0,0,1,working_age
technician,married,high.school,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
technician,married,professional.course,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
entrepreneur,married,high.school,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,high.school,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
entrepreneur,married,high.school,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,professional.course,yes,no,aug,wed,1,0,93.444,-36.1,yes,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,yes,yes,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,university.degree,yes,yes,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
blue-collar,married,basic.9y,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
management,married,high.school,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
entrepreneur,single,university.degree,yes,yes,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
self-employed,married,professional.course,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
retired,married,basic.9y,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
admin.,married,university.degree,yes,no,aug,wed,4,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
technician,single,high.school,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
admin.,single,university.degree,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
retired,married,basic.9y,yes,yes,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
retired,married,basic.9y,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
housemaid,married,basic.4y,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
blue-collar,married,basic.9y,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,no,aug,wed,3,0,93.444,-36.1,yes,0,1.4188141565033223,0,0,1,working_age
blue-collar,married,basic.4y,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
technician,divorced,professional.course,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
blue-collar,married,basic.4y,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
admin.,married,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,university.degree,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
blue-collar,married,basic.9y,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
housemaid,married,basic.4y,no,no,aug,wed,1,0,93.444,-36.1,yes,0,1.4188141565033223,0,0,1,working_age
technician,single,professional.course,no,no,aug,wed,6,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,no,yes,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,yes,no,aug,wed,2,0,93.444,-36.1,yes,0,1.4188141565033223,0,0,1,working_age
blue-collar,married,basic.4y,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
blue-collar,married,basic.4y,no,yes,aug,wed,8,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,university.degree,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,professional.course,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,professional.course,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
admin.,single,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,professional.course,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
blue-collar,married,basic.9y,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
blue-collar,single,basic.9y,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
blue-collar,married,basic.4y,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
admin.,divorced,university.degree,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,professional.course,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
management,married,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
management,married,university.degree,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
management,married,university.degree,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
management,married,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
technician,single,professional.course,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
services,married,professional.course,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
blue-collar,married,basic.4y,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
technician,single,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,yes,yes,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
management,married,university.degree,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,no,aug,wed,3,0,93.444,-36.1,yes,0,1.4188141565033223,0,0,0,working_age
retired,married,university.degree,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,high.school,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,professional.course,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,university.degree,yes,no,aug,wed,13,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
blue-collar,single,high.school,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
management,married,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
services,divorced,high.school,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
admin.,single,university.degree,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
services,married,high.school,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
management,married,university.degree,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,divorced,professional.course,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
admin.,single,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
technician,single,professional.course,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,divorced,professional.course,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
technician,single,professional.course,yes,no,aug,wed,5,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
unemployed,married,university.degree,yes,no,aug,wed,9,0,93.444,-36.1,yes,0,1.4188141565033223,0,0,1,working_age
technician,single,university.degree,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,university.degree,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,university.degree,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,university.degree,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
technician,married,professional.course,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,professional.course,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
management,married,university.degree,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
management,married,high.school,no,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,high.school,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,university.degree,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
admin.,single,university.degree,yes,yes,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
blue-collar,married,basic.9y,no,yes,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,yes,yes,aug,wed,6,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,university.degree,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,high.school,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,divorced,university.degree,yes,no,aug,wed,5,0,93.444,-36.1,yes,0,1.4188141565033223,0,0,1,working_age
technician,single,professional.course,yes,no,aug,wed,6,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,professional.course,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
admin.,married,university.degree,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,professional.course,yes,yes,aug,wed,5,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,university.degree,no,yes,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,university.degree,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,university.degree,yes,yes,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,university.degree,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
management,married,university.degree,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,divorced,university.degree,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
management,married,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,divorced,professional.course,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
management,married,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
management,married,university.degree,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,professional.course,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,professional.course,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,divorced,university.degree,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
management,married,university.degree,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
housemaid,single,university.degree,no,yes,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,no,yes,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,professional.course,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
technician,married,university.degree,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,yes,aug,wed,11,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
services,married,basic.4y,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,divorced,university.degree,no,yes,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,yes,no,aug,wed,5,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,divorced,university.degree,yes,no,aug,wed,4,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,yes,no,aug,wed,3,0,93.444,-36.1,yes,0,1.4188141565033223,0,0,1,working_age
technician,married,professional.course,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
blue-collar,married,basic.9y,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
blue-collar,married,basic.4y,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,university.degree,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
blue-collar,married,basic.9y,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,yes,0,1.4188141565033223,0,0,1,working_age
technician,single,university.degree,no,yes,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,university.degree,no,yes,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,no,yes,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,university.degree,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,professional.course,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,high.school,no,no,aug,wed,3,0,93.444,-36.1,yes,0,1.4188141565033223,1,0,1,working_age
technician,single,university.degree,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
technician,married,professional.course,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,divorced,university.degree,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
admin.,married,high.school,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,professional.course,no,yes,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,divorced,professional.course,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
entrepreneur,married,basic.9y,yes,no,aug,wed,10,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
admin.,married,high.school,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,yes,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,yes,yes,aug,wed,5,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
blue-collar,married,basic.4y,no,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,university.degree,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
admin.,divorced,university.degree,no,yes,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,no,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
blue-collar,married,basic.9y,no,no,aug,wed,2,0,93.444,-36.1,yes,0,1.4188141565033223,1,0,1,working_age
admin.,married,university.degree,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
housemaid,divorced,basic.9y,yes,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
retired,married,basic.4y,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
blue-collar,married,basic.4y,yes,no,aug,wed,6,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
self-employed,married,university.degree,no,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,professional.course,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
self-employed,married,high.school,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,high.school,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
services,married,high.school,yes,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,yes,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,no,aug,wed,1,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
management,married,university.degree,yes,yes,aug,wed,7,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
housemaid,married,basic.4y,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
retired,married,basic.4y,no,no,aug,wed,4,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
admin.,married,university.degree,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,yes,aug,wed,4,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,high.school,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
blue-collar,married,professional.course,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,university.degree,no,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
unemployed,married,basic.9y,yes,no,aug,wed,4,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,no,aug,wed,5,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,divorced,professional.course,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
self-employed,married,university.degree,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,professional.course,yes,no,aug,wed,4,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,no,aug,wed,12,0,93.444,-36.1,no,0,1.4188141565033223,0,0,0,working_age
technician,married,professional.course,no,no,aug,wed,4,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
retired,married,basic.4y,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
technician,single,university.degree,no,no,aug,wed,6,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,high.school,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
retired,married,high.school,yes,no,aug,wed,5,0,93.444,-36.1,yes,0,1.4188141565033223,0,0,1,working_age
unemployed,married,university.degree,no,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,professional.course,yes,yes,aug,wed,4,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
services,married,basic.9y,no,no,aug,wed,13,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,high.school,yes,yes,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
services,married,high.school,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,university.degree,no,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,no,aug,wed,6,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
housemaid,married,university.degree,yes,no,aug,wed,4,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,yes,yes,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
services,married,basic.9y,yes,yes,aug,wed,4,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
admin.,divorced,university.degree,yes,no,aug,wed,4,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
services,married,high.school,yes,no,aug,wed,2,0,93.444,-36.1,yes,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
services,married,high.school,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
admin.,married,university.degree,yes,no,aug,wed,8,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,high.school,no,yes,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
self-employed,married,basic.9y,yes,no,aug,wed,7,0,93.444,-36.1,no,0,1.4188141565033223,0,0,0,working_age
admin.,married,university.degree,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,single,university.degree,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,high.school,no,yes,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,married,university.degree,no,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,professional.course,no,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,no,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
housemaid,married,basic.4y,no,no,aug,wed,5,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
admin.,single,university.degree,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
unemployed,married,university.degree,no,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,married,high.school,yes,no,aug,wed,3,0,93.444,-36.1,no,0,1.4188141565033223,0,0,1,working_age
technician,divorced,professional.course,no,no,aug,wed,2,0,93.444,-36.1,no,0,1.4188141565033223,1,0,1,working_age
